F	M	total	prop_M
0.0	17.0	17.0	1.0
0.0	96.0	96.0	1.0
1376.0	0.0	1376.0	0.0
9317.0	0.0	9317.0	0.0
23.0	0.0	23.0	0.0
138.0	0.0	138.0	0.0
61.0	0.0	61.0	0.0
5.0	0.0	5.0	0.0
845.0	0.0	845.0	0.0
57.0	0.0	57.0	0.0
17.0	46079.0	46096.0	0.999631204443
8204.0	0.0	8204.0	0.0
0.0	71.0	71.0	1.0
0.0	20.0	20.0	1.0
0.0	6.0	6.0	1.0
0.0	179.0	179.0	1.0
10.0	0.0	10.0	0.0
16.0	0.0	16.0	0.0
497.0	0.0	497.0	0.0
23.0	0.0	23.0	0.0
25.0	0.0	25.0	0.0
0.0	49.0	49.0	1.0
333.0	0.0	333.0	0.0
5589.0	0.0	5589.0	0.0
80.0	0.0	80.0	0.0
94.0	0.0	94.0	0.0
56.0	0.0	56.0	0.0
415.0	0.0	415.0	0.0
204.0	0.0	204.0	0.0
265.0	0.0	265.0	0.0
369.0	0.0	369.0	0.0
47.0	0.0	47.0	0.0
0.0	144.0	144.0	1.0
28.0	0.0	28.0	0.0
14.0	0.0	14.0	0.0
121.0	0.0	121.0	0.0
32.0	0.0	32.0	0.0
661.0	0.0	661.0	0.0
15.0	0.0	15.0	0.0
2284.0	0.0	2284.0	0.0
67.0	0.0	67.0	0.0
796.0	0.0	796.0	0.0
5.0	0.0	5.0	0.0
39.0	0.0	39.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
46081.0	280.0	46361.0	0.00603955911218
669.0	0.0	669.0	0.0
482.0	122638.0	123120.0	0.996085120208
0.0	181.0	181.0	1.0
0.0	69.0	69.0	1.0
0.0	1778.0	1778.0	1.0
10.0	0.0	10.0	0.0
0.0	58.0	58.0	1.0
46.0	0.0	46.0	0.0
0.0	299.0	299.0	1.0
0.0	1427.0	1427.0	1.0
0.0	287.0	287.0	1.0
1280.0	0.0	1280.0	0.0
0.0	30.0	30.0	1.0
0.0	45.0	45.0	1.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	200.0	200.0	1.0
11.0	0.0	11.0	0.0
0.0	543.0	543.0	1.0
8021.0	0.0	8021.0	0.0
4968.0	0.0	4968.0	0.0
25.0	0.0	25.0	0.0
17.0	0.0	17.0	0.0
12.0	0.0	12.0	0.0
179.0	0.0	179.0	0.0
0.0	34.0	34.0	1.0
6.0	0.0	6.0	0.0
4850.0	5.0	4855.0	0.0010298661174
1001.0	0.0	1001.0	0.0
4436.0	0.0	4436.0	0.0
620.0	0.0	620.0	0.0
0.0	5.0	5.0	1.0
13192.0	0.0	13192.0	0.0
5.0	0.0	5.0	0.0
0.0	5391.0	5391.0	1.0
1722.0	0.0	1722.0	0.0
0.0	286.0	286.0	1.0
2510.0	0.0	2510.0	0.0
2221.0	0.0	2221.0	0.0
1276.0	0.0	1276.0	0.0
36.0	0.0	36.0	0.0
434.0	0.0	434.0	0.0
36.0	0.0	36.0	0.0
5740.0	254532.0	260272.0	0.977946148644
105903.0	20.0	105923.0	0.000188816404369
56.0	0.0	56.0	0.0
0.0	11.0	11.0	1.0
0.0	299.0	299.0	1.0
2405.0	611995.0	614400.0	0.996085611979
6.0	0.0	6.0	0.0
37.0	0.0	37.0	0.0
0.0	5.0	5.0	1.0
220303.0	215.0	220518.0	0.000974977099375
0.0	2675.0	2675.0	1.0
6313.0	0.0	6313.0	0.0
90709.0	27.0	90736.0	0.000297566566743
20.0	0.0	20.0	0.0
0.0	4573.0	4573.0	1.0
0.0	405.0	405.0	1.0
0.0	42.0	42.0	1.0
11.0	0.0	11.0	0.0
93.0	0.0	93.0	0.0
0.0	953.0	953.0	1.0
396.0	0.0	396.0	0.0
10.0	0.0	10.0	0.0
0.0	227.0	227.0	1.0
0.0	34.0	34.0	1.0
38309.0	6.0	38315.0	0.000156596633172
60.0	0.0	60.0	0.0
17.0	0.0	17.0	0.0
438.0	16.0	454.0	0.0352422907489
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
103.0	0.0	103.0	0.0
551.0	0.0	551.0	0.0
115.0	0.0	115.0	0.0
0.0	378.0	378.0	1.0
1169.0	0.0	1169.0	0.0
0.0	43.0	43.0	1.0
22.0	0.0	22.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
17251.0	0.0	17251.0	0.0
182.0	0.0	182.0	0.0
6.0	0.0	6.0	0.0
332.0	0.0	332.0	0.0
45.0	0.0	45.0	0.0
65.0	0.0	65.0	0.0
2436.0	96.0	2532.0	0.0379146919431
70.0	0.0	70.0	0.0
42.0	0.0	42.0	0.0
0.0	4188.0	4188.0	1.0
353.0	0.0	353.0	0.0
11.0	0.0	11.0	0.0
479.0	0.0	479.0	0.0
279.0	0.0	279.0	0.0
629.0	0.0	629.0	0.0
486.0	0.0	486.0	0.0
509.0	0.0	509.0	0.0
17.0	0.0	17.0	0.0
22.0	0.0	22.0	0.0
0.0	5.0	5.0	1.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
0.0	110.0	110.0	1.0
6.0	0.0	6.0	0.0
0.0	11.0	11.0	1.0
0.0	93.0	93.0	1.0
0.0	10.0	10.0	1.0
0.0	56.0	56.0	1.0
0.0	557.0	557.0	1.0
5.0	0.0	5.0	0.0
0.0	34008.0	34008.0	1.0
0.0	642.0	642.0	1.0
0.0	2035.0	2035.0	1.0
0.0	1864.0	1864.0	1.0
60.0	221768.0	221828.0	0.999729520169
7452.0	0.0	7452.0	0.0
219.0	0.0	219.0	0.0
31.0	49294.0	49325.0	0.999371515459
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
43.0	0.0	43.0	0.0
0.0	42.0	42.0	1.0
0.0	134.0	134.0	1.0
0.0	5.0	5.0	1.0
0.0	43.0	43.0	1.0
5.0	0.0	5.0	0.0
0.0	153.0	153.0	1.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
6260.0	0.0	6260.0	0.0
1981.0	0.0	1981.0	0.0
0.0	5.0	5.0	1.0
3352.0	0.0	3352.0	0.0
11.0	0.0	11.0	0.0
1446.0	0.0	1446.0	0.0
118.0	0.0	118.0	0.0
15.0	0.0	15.0	0.0
0.0	46.0	46.0	1.0
73.0	0.0	73.0	0.0
470747.0	106.0	470853.0	0.000225123339981
81.0	0.0	81.0	0.0
36.0	0.0	36.0	0.0
5.0	0.0	5.0	0.0
219204.0	150.0	219354.0	0.000683826144041
11.0	0.0	11.0	0.0
82.0	0.0	82.0	0.0
929.0	0.0	929.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
30.0	0.0	30.0	0.0
21.0	0.0	21.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
250.0	6076.0	6326.0	0.960480556434
10.0	393.0	403.0	0.975186104218
0.0	32.0	32.0	1.0
23.0	0.0	23.0	0.0
83.0	0.0	83.0	0.0
21927.0	0.0	21927.0	0.0
133.0	0.0	133.0	0.0
10.0	0.0	10.0	0.0
8859.0	0.0	8859.0	0.0
105.0	0.0	105.0	0.0
0.0	22.0	22.0	1.0
5.0	0.0	5.0	0.0
0.0	27.0	27.0	1.0
11.0	0.0	11.0	0.0
29975.0	0.0	29975.0	0.0
6.0	0.0	6.0	0.0
31.0	0.0	31.0	0.0
809.0	0.0	809.0	0.0
52730.0	14.0	52744.0	0.000265433035037
125.0	0.0	125.0	0.0
0.0	5.0	5.0	1.0
854.0	0.0	854.0	0.0
6.0	0.0	6.0	0.0
1345.0	0.0	1345.0	0.0
106286.0	26.0	106312.0	0.000244563172549
34503.0	5.0	34508.0	0.000144893937638
27.0	0.0	27.0	0.0
42.0	0.0	42.0	0.0
2404.0	0.0	2404.0	0.0
0.0	465.0	465.0	1.0
0.0	72.0	72.0	1.0
27.0	0.0	27.0	0.0
67.0	0.0	67.0	0.0
72.0	0.0	72.0	0.0
97.0	0.0	97.0	0.0
6.0	0.0	6.0	0.0
21060.0	0.0	21060.0	0.0
100.0	0.0	100.0	0.0
132.0	0.0	132.0	0.0
26.0	0.0	26.0	0.0
6159.0	0.0	6159.0	0.0
30730.0	6.0	30736.0	0.000195210827694
555.0	0.0	555.0	0.0
6.0	0.0	6.0	0.0
67.0	0.0	67.0	0.0
18.0	0.0	18.0	0.0
10.0	0.0	10.0	0.0
5290.0	0.0	5290.0	0.0
284.0	0.0	284.0	0.0
416.0	0.0	416.0	0.0
202.0	0.0	202.0	0.0
325.0	0.0	325.0	0.0
3688.0	48.0	3736.0	0.0128479657388
24.0	0.0	24.0	0.0
104.0	0.0	104.0	0.0
11.0	0.0	11.0	0.0
105.0	0.0	105.0	0.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
42.0	0.0	42.0	0.0
5.0	0.0	5.0	0.0
65.0	0.0	65.0	0.0
0.0	42.0	42.0	1.0
5.0	0.0	5.0	0.0
0.0	88496.0	88496.0	1.0
720.0	0.0	720.0	0.0
108.0	0.0	108.0	0.0
0.0	5.0	5.0	1.0
18.0	0.0	18.0	0.0
328.0	0.0	328.0	0.0
132.0	0.0	132.0	0.0
33.0	0.0	33.0	0.0
1657.0	0.0	1657.0	0.0
38.0	0.0	38.0	0.0
62.0	256491.0	256553.0	0.999758334535
132.0	0.0	132.0	0.0
5232.0	0.0	5232.0	0.0
5.0	0.0	5.0	0.0
14.0	0.0	14.0	0.0
15.0	0.0	15.0	0.0
118.0	0.0	118.0	0.0
6.0	0.0	6.0	0.0
1746.0	0.0	1746.0	0.0
11.0	0.0	11.0	0.0
34.0	0.0	34.0	0.0
71.0	0.0	71.0	0.0
5.0	0.0	5.0	0.0
34849.0	595.0	35444.0	0.0167870443517
21.0	0.0	21.0	0.0
575.0	0.0	575.0	0.0
119.0	0.0	119.0	0.0
57.0	0.0	57.0	0.0
279109.0	478.0	279587.0	0.00170966461245
626.0	0.0	626.0	0.0
1747.0	0.0	1747.0	0.0
0.0	16.0	16.0	1.0
62.0	0.0	62.0	0.0
1556.0	0.0	1556.0	0.0
48.0	0.0	48.0	0.0
33.0	0.0	33.0	0.0
19.0	0.0	19.0	0.0
7099.0	0.0	7099.0	0.0
30.0	0.0	30.0	0.0
11.0	0.0	11.0	0.0
32.0	0.0	32.0	0.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
32.0	0.0	32.0	0.0
1052.0	0.0	1052.0	0.0
61.0	0.0	61.0	0.0
38.0	0.0	38.0	0.0
32.0	0.0	32.0	0.0
15.0	0.0	15.0	0.0
45913.0	0.0	45913.0	0.0
4588.0	0.0	4588.0	0.0
112.0	0.0	112.0	0.0
5.0	0.0	5.0	0.0
124257.0	513.0	124770.0	0.00411156528012
62.0	0.0	62.0	0.0
0.0	11.0	11.0	1.0
10.0	0.0	10.0	0.0
52.0	0.0	52.0	0.0
1306.0	0.0	1306.0	0.0
27.0	0.0	27.0	0.0
11.0	0.0	11.0	0.0
5.0	0.0	5.0	0.0
690.0	0.0	690.0	0.0
6.0	0.0	6.0	0.0
28.0	0.0	28.0	0.0
0.0	5.0	5.0	1.0
32.0	0.0	32.0	0.0
0.0	69.0	69.0	1.0
0.0	11.0	11.0	1.0
205.0	0.0	205.0	0.0
33.0	0.0	33.0	0.0
6.0	0.0	6.0	0.0
0.0	1137.0	1137.0	1.0
156.0	0.0	156.0	0.0
0.0	211.0	211.0	1.0
641.0	0.0	641.0	0.0
60.0	0.0	60.0	0.0
34165.0	21.0	34186.0	0.00061428655005
15.0	0.0	15.0	0.0
646.0	0.0	646.0	0.0
0.0	7080.0	7080.0	1.0
0.0	27.0	27.0	1.0
0.0	1420.0	1420.0	1.0
0.0	33029.0	33029.0	1.0
1924.0	0.0	1924.0	0.0
0.0	63.0	63.0	1.0
0.0	2676.0	2676.0	1.0
0.0	5.0	5.0	1.0
0.0	11.0	11.0	1.0
0.0	15.0	15.0	1.0
0.0	10.0	10.0	1.0
0.0	6726.0	6726.0	1.0
0.0	11152.0	11152.0	1.0
0.0	48.0	48.0	1.0
0.0	62.0	62.0	1.0
0.0	209.0	209.0	1.0
0.0	55.0	55.0	1.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	434.0	434.0	1.0
17479.0	0.0	17479.0	0.0
256.0	0.0	256.0	0.0
13.0	0.0	13.0	0.0
33.0	0.0	33.0	0.0
176.0	0.0	176.0	0.0
0.0	5.0	5.0	1.0
0.0	117.0	117.0	1.0
0.0	151.0	151.0	1.0
0.0	7.0	7.0	1.0
941.0	0.0	941.0	0.0
10148.0	0.0	10148.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
66.0	0.0	66.0	0.0
0.0	12.0	12.0	1.0
0.0	160.0	160.0	1.0
0.0	39865.0	39865.0	1.0
0.0	5.0	5.0	1.0
18.0	0.0	18.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
0.0	133.0	133.0	1.0
0.0	120.0	120.0	1.0
0.0	11952.0	11952.0	1.0
0.0	16.0	16.0	1.0
101.0	0.0	101.0	0.0
922.0	0.0	922.0	0.0
259.0	0.0	259.0	0.0
130.0	0.0	130.0	0.0
1003.0	0.0	1003.0	0.0
0.0	33.0	33.0	1.0
0.0	23.0	23.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
27.0	1454.0	1481.0	0.981769074949
8.0	0.0	8.0	0.0
21.0	148996.0	149017.0	0.999859076481
4477.0	0.0	4477.0	0.0
0.0	598.0	598.0	1.0
83.0	0.0	83.0	0.0
10.0	2448.0	2458.0	0.995931651749
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
0.0	21.0	21.0	1.0
213.0	0.0	213.0	0.0
359.0	0.0	359.0	0.0
485.0	0.0	485.0	0.0
482.0	0.0	482.0	0.0
16.0	0.0	16.0	0.0
11148.0	0.0	11148.0	0.0
6715.0	0.0	6715.0	0.0
5.0	0.0	5.0	0.0
37.0	0.0	37.0	0.0
12.0	0.0	12.0	0.0
28.0	0.0	28.0	0.0
163.0	0.0	163.0	0.0
30.0	0.0	30.0	0.0
0.0	5.0	5.0	1.0
55.0	0.0	55.0	0.0
981.0	0.0	981.0	0.0
38.0	0.0	38.0	0.0
132.0	0.0	132.0	0.0
284.0	0.0	284.0	0.0
20.0	0.0	20.0	0.0
4492.0	0.0	4492.0	0.0
10.0	0.0	10.0	0.0
25.0	0.0	25.0	0.0
4302.0	0.0	4302.0	0.0
11.0	0.0	11.0	0.0
6891.0	0.0	6891.0	0.0
187.0	0.0	187.0	0.0
6163.0	0.0	6163.0	0.0
24079.0	0.0	24079.0	0.0
5.0	0.0	5.0	0.0
295214.0	70.0	295284.0	0.0002370599152
140.0	0.0	140.0	0.0
5.0	0.0	5.0	0.0
101.0	0.0	101.0	0.0
177.0	0.0	177.0	0.0
380.0	0.0	380.0	0.0
2665.0	0.0	2665.0	0.0
384.0	0.0	384.0	0.0
2664.0	0.0	2664.0	0.0
125.0	0.0	125.0	0.0
53.0	0.0	53.0	0.0
34.0	0.0	34.0	0.0
439.0	0.0	439.0	0.0
6.0	0.0	6.0	0.0
19.0	0.0	19.0	0.0
31.0	0.0	31.0	0.0
15.0	0.0	15.0	0.0
13.0	0.0	13.0	0.0
40.0	0.0	40.0	0.0
10.0	0.0	10.0	0.0
22.0	0.0	22.0	0.0
12.0	0.0	12.0	0.0
37.0	0.0	37.0	0.0
0.0	272.0	272.0	1.0
0.0	11.0	11.0	1.0
1022.0	0.0	1022.0	0.0
0.0	430.0	430.0	1.0
0.0	172.0	172.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	2279.0	2279.0	1.0
0.0	2126.0	2126.0	1.0
0.0	407.0	407.0	1.0
475.0	0.0	475.0	0.0
60.0	0.0	60.0	0.0
18.0	0.0	18.0	0.0
692.0	0.0	692.0	0.0
509.0	0.0	509.0	0.0
629.0	0.0	629.0	0.0
143.0	0.0	143.0	0.0
1008.0	0.0	1008.0	0.0
5.0	0.0	5.0	0.0
7579.0	0.0	7579.0	0.0
123.0	0.0	123.0	0.0
6.0	0.0	6.0	0.0
0.0	10.0	10.0	1.0
22.0	0.0	22.0	0.0
5.0	0.0	5.0	0.0
10.0	916.0	926.0	0.989200863931
5.0	0.0	5.0	0.0
31.0	0.0	31.0	0.0
769543.0	827.0	770370.0	0.0010735101315
5.0	474.0	479.0	0.989561586639
0.0	20.0	20.0	1.0
0.0	1870.0	1870.0	1.0
7222.0	0.0	7222.0	0.0
67.0	0.0	67.0	0.0
205.0	0.0	205.0	0.0
14.0	0.0	14.0	0.0
6.0	3913.0	3919.0	0.998468997193
1059.0	0.0	1059.0	0.0
1164.0	0.0	1164.0	0.0
0.0	33.0	33.0	1.0
141.0	0.0	141.0	0.0
33.0	0.0	33.0	0.0
769.0	36.0	805.0	0.0447204968944
132.0	0.0	132.0	0.0
27.0	0.0	27.0	0.0
0.0	2498.0	2498.0	1.0
7.0	0.0	7.0	0.0
4164.0	0.0	4164.0	0.0
94.0	0.0	94.0	0.0
0.0	6.0	6.0	1.0
51.0	0.0	51.0	0.0
96.0	0.0	96.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	71.0	71.0	1.0
76.0	0.0	76.0	0.0
0.0	6.0	6.0	1.0
15.0	0.0	15.0	0.0
0.0	5.0	5.0	1.0
0.0	478.0	478.0	1.0
22813.0	0.0	22813.0	0.0
1255.0	0.0	1255.0	0.0
191.0	0.0	191.0	0.0
18.0	0.0	18.0	0.0
0.0	35.0	35.0	1.0
1537.0	0.0	1537.0	0.0
364560.0	173.0	364733.0	0.000474319570754
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
389.0	0.0	389.0	0.0
6.0	0.0	6.0	0.0
43.0	0.0	43.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
3260.0	0.0	3260.0	0.0
321.0	0.0	321.0	0.0
201.0	0.0	201.0	0.0
5.0	0.0	5.0	0.0
16.0	0.0	16.0	0.0
126.0	0.0	126.0	0.0
16.0	0.0	16.0	0.0
62.0	0.0	62.0	0.0
638.0	0.0	638.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
86.0	0.0	86.0	0.0
0.0	11.0	11.0	1.0
0.0	2838.0	2838.0	1.0
303.0	0.0	303.0	0.0
0.0	339.0	339.0	1.0
5.0	0.0	5.0	0.0
21.0	0.0	21.0	0.0
0.0	6.0	6.0	1.0
0.0	134.0	134.0	1.0
0.0	11.0	11.0	1.0
355.0	0.0	355.0	0.0
0.0	362.0	362.0	1.0
264.0	0.0	264.0	0.0
44.0	0.0	44.0	0.0
0.0	2530.0	2530.0	1.0
773.0	0.0	773.0	0.0
576.0	0.0	576.0	0.0
0.0	5.0	5.0	1.0
0.0	49.0	49.0	1.0
22.0	0.0	22.0	0.0
5.0	0.0	5.0	0.0
133391.0	18.0	133409.0	0.000134923430953
31.0	0.0	31.0	0.0
5.0	0.0	5.0	0.0
4315.0	0.0	4315.0	0.0
0.0	28.0	28.0	1.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
33.0	0.0	33.0	0.0
20.0	0.0	20.0	0.0
67.0	0.0	67.0	0.0
5.0	0.0	5.0	0.0
0.0	289.0	289.0	1.0
39.0	0.0	39.0	0.0
5.0	144.0	149.0	0.96644295302
10.0	0.0	10.0	0.0
128.0	0.0	128.0	0.0
9240.0	0.0	9240.0	0.0
0.0	1552.0	1552.0	1.0
1087.0	0.0	1087.0	0.0
0.0	139.0	139.0	1.0
40.0	0.0	40.0	0.0
49.0	0.0	49.0	0.0
98.0	0.0	98.0	0.0
0.0	16.0	16.0	1.0
5.0	0.0	5.0	0.0
977.0	0.0	977.0	0.0
11.0	0.0	11.0	0.0
10.0	0.0	10.0	0.0
4462.0	20.0	4482.0	0.00446229361892
2175.0	0.0	2175.0	0.0
2002.0	0.0	2002.0	0.0
16869.0	0.0	16869.0	0.0
305.0	0.0	305.0	0.0
0.0	66.0	66.0	1.0
0.0	26.0	26.0	1.0
12.0	0.0	12.0	0.0
6.0	0.0	6.0	0.0
0.0	202.0	202.0	1.0
341.0	0.0	341.0	0.0
6.0	0.0	6.0	0.0
16.0	0.0	16.0	0.0
10.0	0.0	10.0	0.0
37.0	0.0	37.0	0.0
0.0	1236.0	1236.0	1.0
6399.0	0.0	6399.0	0.0
1605.0	0.0	1605.0	0.0
820.0	0.0	820.0	0.0
0.0	15.0	15.0	1.0
19.0	0.0	19.0	0.0
5.0	21173.0	21178.0	0.99976390594
8739.0	0.0	8739.0	0.0
381.0	0.0	381.0	0.0
3974.0	0.0	3974.0	0.0
0.0	63.0	63.0	1.0
8.0	0.0	8.0	0.0
0.0	53.0	53.0	1.0
0.0	6.0	6.0	1.0
10.0	0.0	10.0	0.0
11.0	0.0	11.0	0.0
0.0	10.0	10.0	1.0
126.0	0.0	126.0	0.0
9.0	1615.0	1624.0	0.994458128079
20.0	0.0	20.0	0.0
0.0	6.0	6.0	1.0
267.0	0.0	267.0	0.0
4947.0	0.0	4947.0	0.0
7917.0	0.0	7917.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
0.0	750.0	750.0	1.0
5.0	0.0	5.0	0.0
354.0	0.0	354.0	0.0
0.0	1689.0	1689.0	1.0
352.0	0.0	352.0	0.0
419.0	0.0	419.0	0.0
6.0	0.0	6.0	0.0
0.0	161.0	161.0	1.0
0.0	210.0	210.0	1.0
157.0	0.0	157.0	0.0
5.0	0.0	5.0	0.0
0.0	34.0	34.0	1.0
289.0	0.0	289.0	0.0
756.0	0.0	756.0	0.0
77.0	0.0	77.0	0.0
38.0	0.0	38.0	0.0
58.0	0.0	58.0	0.0
5.0	0.0	5.0	0.0
27.0	0.0	27.0	0.0
16.0	0.0	16.0	0.0
0.0	23996.0	23996.0	1.0
12.0	0.0	12.0	0.0
2287.0	0.0	2287.0	0.0
5.0	0.0	5.0	0.0
0.0	169.0	169.0	1.0
10.0	0.0	10.0	0.0
23.0	0.0	23.0	0.0
55.0	0.0	55.0	0.0
16.0	0.0	16.0	0.0
368.0	0.0	368.0	0.0
0.0	31.0	31.0	1.0
0.0	185.0	185.0	1.0
18.0	0.0	18.0	0.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
674992.0	432.0	675424.0	0.000639598237552
7705.0	0.0	7705.0	0.0
1498.0	0.0	1498.0	0.0
24.0	0.0	24.0	0.0
148.0	0.0	148.0	0.0
134.0	0.0	134.0	0.0
42.0	0.0	42.0	0.0
221.0	0.0	221.0	0.0
22.0	0.0	22.0	0.0
41.0	0.0	41.0	0.0
10.0	0.0	10.0	0.0
70.0	0.0	70.0	0.0
48.0	0.0	48.0	0.0
5.0	0.0	5.0	0.0
71.0	0.0	71.0	0.0
6.0	0.0	6.0	0.0
92317.0	224.0	92541.0	0.00242054872975
25.0	0.0	25.0	0.0
6376.0	0.0	6376.0	0.0
42.0	0.0	42.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
598.0	0.0	598.0	0.0
3968.0	0.0	3968.0	0.0
5863.0	0.0	5863.0	0.0
8.0	0.0	8.0	0.0
40.0	0.0	40.0	0.0
10.0	0.0	10.0	0.0
20.0	0.0	20.0	0.0
33.0	0.0	33.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
35.0	0.0	35.0	0.0
0.0	44.0	44.0	1.0
45.0	0.0	45.0	0.0
10.0	0.0	10.0	0.0
15.0	0.0	15.0	0.0
12.0	0.0	12.0	0.0
17.0	0.0	17.0	0.0
104.0	0.0	104.0	0.0
5.0	0.0	5.0	0.0
12741.0	0.0	12741.0	0.0
17.0	0.0	17.0	0.0
15.0	0.0	15.0	0.0
225.0	0.0	225.0	0.0
27.0	0.0	27.0	0.0
648.0	0.0	648.0	0.0
1263.0	0.0	1263.0	0.0
24.0	0.0	24.0	0.0
885.0	0.0	885.0	0.0
171.0	0.0	171.0	0.0
6.0	0.0	6.0	0.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
4822.0	0.0	4822.0	0.0
62.0	0.0	62.0	0.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
800.0	0.0	800.0	0.0
405.0	0.0	405.0	0.0
75.0	0.0	75.0	0.0
24.0	0.0	24.0	0.0
5.0	0.0	5.0	0.0
22.0	0.0	22.0	0.0
29.0	0.0	29.0	0.0
5.0	0.0	5.0	0.0
674.0	0.0	674.0	0.0
0.0	856.0	856.0	1.0
140.0	0.0	140.0	0.0
6.0	0.0	6.0	0.0
10.0	0.0	10.0	0.0
29.0	0.0	29.0	0.0
277.0	0.0	277.0	0.0
586.0	0.0	586.0	0.0
505.0	0.0	505.0	0.0
5.0	0.0	5.0	0.0
6.0	0.0	6.0	0.0
872.0	0.0	872.0	0.0
2498.0	0.0	2498.0	0.0
190.0	0.0	190.0	0.0
993.0	0.0	993.0	0.0
65.0	0.0	65.0	0.0
488.0	0.0	488.0	0.0
138.0	0.0	138.0	0.0
86.0	0.0	86.0	0.0
2137.0	0.0	2137.0	0.0
2051.0	0.0	2051.0	0.0
39.0	0.0	39.0	0.0
6.0	0.0	6.0	0.0
8.0	0.0	8.0	0.0
256.0	0.0	256.0	0.0
151.0	0.0	151.0	0.0
28.0	0.0	28.0	0.0
13.0	0.0	13.0	0.0
34.0	0.0	34.0	0.0
114.0	0.0	114.0	0.0
63.0	0.0	63.0	0.0
7.0	0.0	7.0	0.0
940.0	0.0	940.0	0.0
5.0	0.0	5.0	0.0
12.0	0.0	12.0	0.0
5.0	0.0	5.0	0.0
81.0	0.0	81.0	0.0
77.0	0.0	77.0	0.0
6.0	0.0	6.0	0.0
223.0	0.0	223.0	0.0
120.0	0.0	120.0	0.0
1398.0	0.0	1398.0	0.0
310.0	0.0	310.0	0.0
6.0	0.0	6.0	0.0
0.0	534.0	534.0	1.0
526.0	0.0	526.0	0.0
0.0	5.0	5.0	1.0
2112.0	0.0	2112.0	0.0
10.0	0.0	10.0	0.0
7.0	0.0	7.0	0.0
88.0	0.0	88.0	0.0
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
76.0	0.0	76.0	0.0
5.0	0.0	5.0	0.0
85.0	0.0	85.0	0.0
0.0	532.0	532.0	1.0
130.0	0.0	130.0	0.0
234.0	0.0	234.0	0.0
16.0	0.0	16.0	0.0
2060.0	0.0	2060.0	0.0
0.0	1304.0	1304.0	1.0
20.0	0.0	20.0	0.0
33316.0	0.0	33316.0	0.0
5.0	0.0	5.0	0.0
0.0	57.0	57.0	1.0
0.0	253.0	253.0	1.0
11.0	0.0	11.0	0.0
15.0	0.0	15.0	0.0
41.0	0.0	41.0	0.0
16.0	0.0	16.0	0.0
0.0	13.0	13.0	1.0
30.0	0.0	30.0	0.0
8350.0	0.0	8350.0	0.0
981.0	0.0	981.0	0.0
1121.0	0.0	1121.0	0.0
36.0	0.0	36.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
16.0	0.0	16.0	0.0
0.0	25.0	25.0	1.0
0.0	165.0	165.0	1.0
5.0	0.0	5.0	0.0
61.0	0.0	61.0	0.0
10.0	0.0	10.0	0.0
0.0	65.0	65.0	1.0
0.0	188.0	188.0	1.0
45.0	0.0	45.0	0.0
0.0	2570.0	2570.0	1.0
0.0	64.0	64.0	1.0
81.0	17145.0	17226.0	0.995297805643
0.0	5.0	5.0	1.0
1444.0	5.0	1449.0	0.00345065562457
0.0	368.0	368.0	1.0
0.0	10.0	10.0	1.0
