F	M	total	prop_M
13.0	0.0	13.0	0.0
25.0	0.0	25.0	0.0
808.0	0.0	808.0	0.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
6.0	0.0	6.0	0.0
0.0	143.0	143.0	1.0
216.0	0.0	216.0	0.0
21.0	0.0	21.0	0.0
138.0	50572.0	50710.0	0.997278643266
0.0	1638.0	1638.0	1.0
0.0	136.0	136.0	1.0
11.0	0.0	11.0	0.0
481.0	0.0	481.0	0.0
0.0	16074.0	16074.0	1.0
0.0	7.0	7.0	1.0
0.0	7.0	7.0	1.0
0.0	65.0	65.0	1.0
0.0	108.0	108.0	1.0
5.0	0.0	5.0	0.0
0.0	292.0	292.0	1.0
6.0	0.0	6.0	0.0
17.0	0.0	17.0	0.0
192.0	0.0	192.0	0.0
126.0	0.0	126.0	0.0
0.0	77.0	77.0	1.0
1090.0	0.0	1090.0	0.0
0.0	85.0	85.0	1.0
333.0	0.0	333.0	0.0
0.0	28.0	28.0	1.0
5.0	0.0	5.0	0.0
173.0	0.0	173.0	0.0
0.0	10.0	10.0	1.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
16.0	0.0	16.0	0.0
67.0	0.0	67.0	0.0
26.0	0.0	26.0	0.0
0.0	25.0	25.0	1.0
27.0	0.0	27.0	0.0
73.0	0.0	73.0	0.0
34.0	0.0	34.0	0.0
21.0	0.0	21.0	0.0
5.0	0.0	5.0	0.0
952.0	0.0	952.0	0.0
12.0	0.0	12.0	0.0
13176.0	6.0	13182.0	0.00045516613564
6.0	0.0	6.0	0.0
99.0	0.0	99.0	0.0
10.0	0.0	10.0	0.0
118.0	0.0	118.0	0.0
12.0	0.0	12.0	0.0
22789.0	0.0	22789.0	0.0
16.0	0.0	16.0	0.0
34.0	0.0	34.0	0.0
0.0	6.0	6.0	1.0
12.0	0.0	12.0	0.0
110.0	116002.0	116112.0	0.999052638831
3949.0	0.0	3949.0	0.0
20.0	0.0	20.0	0.0
121.0	0.0	121.0	0.0
115.0	0.0	115.0	0.0
0.0	26.0	26.0	1.0
3487.0	0.0	3487.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
12.0	0.0	12.0	0.0
10.0	0.0	10.0	0.0
23.0	0.0	23.0	0.0
820.0	0.0	820.0	0.0
0.0	54.0	54.0	1.0
0.0	102.0	102.0	1.0
0.0	216.0	216.0	1.0
0.0	36.0	36.0	1.0
52.0	0.0	52.0	0.0
227.0	0.0	227.0	0.0
229.0	0.0	229.0	0.0
8890.0	0.0	8890.0	0.0
5.0	0.0	5.0	0.0
152.0	0.0	152.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
466.0	5.0	471.0	0.0106157112527
108.0	0.0	108.0	0.0
10.0	0.0	10.0	0.0
4586.0	0.0	4586.0	0.0
0.0	20.0	20.0	1.0
5.0	0.0	5.0	0.0
32147.0	1231.0	33378.0	0.0368805800228
17.0	0.0	17.0	0.0
53.0	0.0	53.0	0.0
46.0	0.0	46.0	0.0
44.0	0.0	44.0	0.0
0.0	91.0	91.0	1.0
346.0	0.0	346.0	0.0
12.0	0.0	12.0	0.0
0.0	5.0	5.0	1.0
3300.0	0.0	3300.0	0.0
72.0	0.0	72.0	0.0
24.0	0.0	24.0	0.0
3200.0	0.0	3200.0	0.0
27.0	0.0	27.0	0.0
12.0	0.0	12.0	0.0
155.0	0.0	155.0	0.0
10.0	0.0	10.0	0.0
593.0	0.0	593.0	0.0
6.0	0.0	6.0	0.0
29.0	0.0	29.0	0.0
0.0	1057.0	1057.0	1.0
0.0	933.0	933.0	1.0
0.0	13.0	13.0	1.0
1657.0	0.0	1657.0	0.0
586.0	0.0	586.0	0.0
253.0	0.0	253.0	0.0
19873.0	0.0	19873.0	0.0
25.0	0.0	25.0	0.0
2180.0	0.0	2180.0	0.0
0.0	124.0	124.0	1.0
0.0	5.0	5.0	1.0
0.0	39.0	39.0	1.0
0.0	99.0	99.0	1.0
0.0	8237.0	8237.0	1.0
0.0	10.0	10.0	1.0
0.0	5.0	5.0	1.0
0.0	6.0	6.0	1.0
0.0	469.0	469.0	1.0
305.0	0.0	305.0	0.0
5.0	0.0	5.0	0.0
0.0	46.0	46.0	1.0
5.0	0.0	5.0	0.0
0.0	164.0	164.0	1.0
0.0	1829.0	1829.0	1.0
0.0	11.0	11.0	1.0
0.0	72.0	72.0	1.0
0.0	69.0	69.0	1.0
0.0	5.0	5.0	1.0
7.0	0.0	7.0	0.0
0.0	44.0	44.0	1.0
15.0	0.0	15.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
110.0	0.0	110.0	0.0
0.0	22.0	22.0	1.0
0.0	272.0	272.0	1.0
0.0	18.0	18.0	1.0
0.0	108.0	108.0	1.0
0.0	12.0	12.0	1.0
129.0	0.0	129.0	0.0
39.0	0.0	39.0	0.0
0.0	189.0	189.0	1.0
0.0	27.0	27.0	1.0
5.0	0.0	5.0	0.0
818.0	0.0	818.0	0.0
5.0	0.0	5.0	0.0
0.0	12.0	12.0	1.0
0.0	6.0	6.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	98.0	98.0	1.0
0.0	49.0	49.0	1.0
0.0	28.0	28.0	1.0
0.0	5822.0	5822.0	1.0
0.0	5.0	5.0	1.0
0.0	106.0	106.0	1.0
0.0	254.0	254.0	1.0
0.0	34.0	34.0	1.0
0.0	12.0	12.0	1.0
0.0	10.0	10.0	1.0
0.0	6.0	6.0	1.0
5.0	0.0	5.0	0.0
0.0	84.0	84.0	1.0
261.0	0.0	261.0	0.0
0.0	71.0	71.0	1.0
0.0	312.0	312.0	1.0
0.0	5.0	5.0	1.0
3007.0	0.0	3007.0	0.0
43.0	0.0	43.0	0.0
0.0	838.0	838.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	50.0	50.0	1.0
0.0	50.0	50.0	1.0
20.0	45356.0	45376.0	0.999559238364
401.0	0.0	401.0	0.0
0.0	5.0	5.0	1.0
0.0	11.0	11.0	1.0
662.0	0.0	662.0	0.0
103.0	0.0	103.0	0.0
0.0	584.0	584.0	1.0
0.0	231.0	231.0	1.0
4877.0	12.0	4889.0	0.00245448967069
0.0	92.0	92.0	1.0
0.0	13.0	13.0	1.0
2052.0	0.0	2052.0	0.0
1752.0	0.0	1752.0	0.0
0.0	217.0	217.0	1.0
1418.0	0.0	1418.0	0.0
744.0	0.0	744.0	0.0
0.0	1560.0	1560.0	1.0
0.0	56.0	56.0	1.0
503.0	642396.0	642899.0	0.999217606498
6.0	0.0	6.0	0.0
33.0	0.0	33.0	0.0
643.0	0.0	643.0	0.0
4599.0	0.0	4599.0	0.0
2182.0	0.0	2182.0	0.0
159.0	0.0	159.0	0.0
0.0	24.0	24.0	1.0
1270.0	0.0	1270.0	0.0
57.0	0.0	57.0	0.0
10.0	0.0	10.0	0.0
11807.0	0.0	11807.0	0.0
398.0	0.0	398.0	0.0
167.0	0.0	167.0	0.0
5.0	0.0	5.0	0.0
0.0	10.0	10.0	1.0
61.0	189631.0	189692.0	0.99967842608
81.0	3825.0	3906.0	0.979262672811
45652.0	10.0	45662.0	0.000219000481801
744.0	0.0	744.0	0.0
613.0	864857.0	865470.0	0.999291714329
0.0	10.0	10.0	1.0
0.0	6.0	6.0	1.0
0.0	279.0	279.0	1.0
0.0	5.0	5.0	1.0
0.0	1580.0	1580.0	1.0
0.0	146.0	146.0	1.0
0.0	1555.0	1555.0	1.0
0.0	6917.0	6917.0	1.0
0.0	651.0	651.0	1.0
5.0	0.0	5.0	0.0
0.0	1248.0	1248.0	1.0
0.0	235.0	235.0	1.0
15.0	0.0	15.0	0.0
0.0	172.0	172.0	1.0
0.0	427.0	427.0	1.0
50.0	0.0	50.0	0.0
216.0	0.0	216.0	0.0
32.0	0.0	32.0	0.0
0.0	48.0	48.0	1.0
123.0	0.0	123.0	0.0
7.0	0.0	7.0	0.0
78.0	0.0	78.0	0.0
157.0	0.0	157.0	0.0
5169.0	0.0	5169.0	0.0
37.0	0.0	37.0	0.0
415745.0	235.0	415980.0	0.000564931006298
47.0	0.0	47.0	0.0
80280.0	0.0	80280.0	0.0
713.0	0.0	713.0	0.0
1703.0	0.0	1703.0	0.0
11.0	0.0	11.0	0.0
5.0	5052.0	5057.0	0.999011271505
5.0	0.0	5.0	0.0
188.0	0.0	188.0	0.0
0.0	934.0	934.0	1.0
72.0	0.0	72.0	0.0
152.0	0.0	152.0	0.0
12.0	0.0	12.0	0.0
6.0	0.0	6.0	0.0
12.0	0.0	12.0	0.0
6.0	0.0	6.0	0.0
4517.0	0.0	4517.0	0.0
927.0	0.0	927.0	0.0
1043.0	12.0	1055.0	0.0113744075829
0.0	878.0	878.0	1.0
59201.0	22.0	59223.0	0.000371477297672
769.0	0.0	769.0	0.0
0.0	9.0	9.0	1.0
7.0	0.0	7.0	0.0
106.0	0.0	106.0	0.0
107.0	0.0	107.0	0.0
5.0	0.0	5.0	0.0
0.0	40.0	40.0	1.0
0.0	6.0	6.0	1.0
0.0	10.0	10.0	1.0
0.0	895.0	895.0	1.0
0.0	91.0	91.0	1.0
5.0	0.0	5.0	0.0
0.0	12.0	12.0	1.0
71228.0	2390.0	73618.0	0.032464886305
648.0	0.0	648.0	0.0
244.0	0.0	244.0	0.0
10.0	0.0	10.0	0.0
5.0	0.0	5.0	0.0
99.0	0.0	99.0	0.0
18.0	0.0	18.0	0.0
0.0	2171.0	2171.0	1.0
0.0	11.0	11.0	1.0
17.0	0.0	17.0	0.0
36.0	0.0	36.0	0.0
0.0	7704.0	7704.0	1.0
141.0	0.0	141.0	0.0
0.0	74.0	74.0	1.0
0.0	21.0	21.0	1.0
0.0	16.0	16.0	1.0
10.0	0.0	10.0	0.0
7.0	0.0	7.0	0.0
66.0	0.0	66.0	0.0
43.0	0.0	43.0	0.0
0.0	11.0	11.0	1.0
1274.0	0.0	1274.0	0.0
0.0	40.0	40.0	1.0
0.0	38.0	38.0	1.0
0.0	1005.0	1005.0	1.0
5.0	0.0	5.0	0.0
0.0	69.0	69.0	1.0
1162.0	0.0	1162.0	0.0
142.0	0.0	142.0	0.0
11.0	0.0	11.0	0.0
35.0	0.0	35.0	0.0
13.0	405.0	418.0	0.968899521531
136.0	0.0	136.0	0.0
12.0	0.0	12.0	0.0
37.0	0.0	37.0	0.0
30.0	0.0	30.0	0.0
0.0	126.0	126.0	1.0
10093.0	329.0	10422.0	0.0315678372673
5229.0	0.0	5229.0	0.0
36.0	0.0	36.0	0.0
0.0	7.0	7.0	1.0
0.0	15.0	15.0	1.0
0.0	10.0	10.0	1.0
0.0	13.0	13.0	1.0
0.0	19.0	19.0	1.0
0.0	447.0	447.0	1.0
0.0	5.0	5.0	1.0
0.0	8.0	8.0	1.0
0.0	34.0	34.0	1.0
0.0	3275.0	3275.0	1.0
0.0	30.0	30.0	1.0
0.0	95.0	95.0	1.0
10.0	0.0	10.0	0.0
814.0	0.0	814.0	0.0
0.0	36.0	36.0	1.0
0.0	413.0	413.0	1.0
32.0	0.0	32.0	0.0
0.0	407.0	407.0	1.0
0.0	79.0	79.0	1.0
0.0	503.0	503.0	1.0
0.0	2847.0	2847.0	1.0
0.0	5.0	5.0	1.0
0.0	8.0	8.0	1.0
0.0	74.0	74.0	1.0
0.0	6.0	6.0	1.0
0.0	839.0	839.0	1.0
0.0	1130.0	1130.0	1.0
31.0	0.0	31.0	0.0
6.0	0.0	6.0	0.0
0.0	10.0	10.0	1.0
0.0	6.0	6.0	1.0
0.0	24.0	24.0	1.0
0.0	21.0	21.0	1.0
0.0	10.0	10.0	1.0
0.0	255.0	255.0	1.0
0.0	898.0	898.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	219.0	219.0	1.0
0.0	11.0	11.0	1.0
0.0	78.0	78.0	1.0
0.0	334.0	334.0	1.0
0.0	5.0	5.0	1.0
0.0	34.0	34.0	1.0
0.0	5.0	5.0	1.0
0.0	41.0	41.0	1.0
0.0	203.0	203.0	1.0
0.0	186.0	186.0	1.0
0.0	5.0	5.0	1.0
0.0	36.0	36.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	1141.0	1141.0	1.0
0.0	5.0	5.0	1.0
12.0	0.0	12.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
22.0	0.0	22.0	0.0
5.0	0.0	5.0	0.0
30.0	0.0	30.0	0.0
18.0	0.0	18.0	0.0
17.0	0.0	17.0	0.0
132.0	0.0	132.0	0.0
18.0	0.0	18.0	0.0
35.0	0.0	35.0	0.0
5.0	0.0	5.0	0.0
0.0	48.0	48.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	15.0	15.0	1.0
0.0	11.0	11.0	1.0
0.0	6.0	6.0	1.0
0.0	6.0	6.0	1.0
0.0	161.0	161.0	1.0
0.0	243.0	243.0	1.0
0.0	10.0	10.0	1.0
0.0	82.0	82.0	1.0
550.0	0.0	550.0	0.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	27.0	27.0	1.0
0.0	12.0	12.0	1.0
28.0	0.0	28.0	0.0
5.0	0.0	5.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
0.0	49.0	49.0	1.0
62.0	0.0	62.0	0.0
0.0	97.0	97.0	1.0
0.0	5.0	5.0	1.0
6776.0	0.0	6776.0	0.0
170.0	0.0	170.0	0.0
5.0	0.0	5.0	0.0
213.0	0.0	213.0	0.0
0.0	11.0	11.0	1.0
0.0	433.0	433.0	1.0
22.0	0.0	22.0	0.0
11.0	0.0	11.0	0.0
1325.0	0.0	1325.0	0.0
189.0	0.0	189.0	0.0
22.0	0.0	22.0	0.0
410.0	0.0	410.0	0.0
0.0	367.0	367.0	1.0
2247.0	0.0	2247.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
27.0	0.0	27.0	0.0
196.0	0.0	196.0	0.0
0.0	16.0	16.0	1.0
2843.0	121.0	2964.0	0.0408232118758
6.0	0.0	6.0	0.0
858.0	0.0	858.0	0.0
5.0	0.0	5.0	0.0
2094.0	0.0	2094.0	0.0
0.0	5.0	5.0	1.0
203.0	0.0	203.0	0.0
7026.0	132.0	7158.0	0.0184409052808
17.0	0.0	17.0	0.0
371.0	0.0	371.0	0.0
0.0	10.0	10.0	1.0
32.0	0.0	32.0	0.0
0.0	32.0	32.0	1.0
0.0	3908.0	3908.0	1.0
31.0	0.0	31.0	0.0
0.0	12.0	12.0	1.0
0.0	7558.0	7558.0	1.0
0.0	15.0	15.0	1.0
0.0	599.0	599.0	1.0
0.0	5.0	5.0	1.0
0.0	447.0	447.0	1.0
0.0	34.0	34.0	1.0
0.0	46.0	46.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	27.0	27.0	1.0
0.0	30.0	30.0	1.0
20.0	0.0	20.0	0.0
49.0	0.0	49.0	0.0
0.0	5.0	5.0	1.0
10.0	0.0	10.0	0.0
0.0	936.0	936.0	1.0
0.0	5.0	5.0	1.0
0.0	54.0	54.0	1.0
0.0	608.0	608.0	1.0
0.0	40.0	40.0	1.0
11.0	0.0	11.0	0.0
18.0	0.0	18.0	0.0
0.0	1349.0	1349.0	1.0
10.0	0.0	10.0	0.0
0.0	5.0	5.0	1.0
0.0	15.0	15.0	1.0
10.0	0.0	10.0	0.0
0.0	94.0	94.0	1.0
4879.0	0.0	4879.0	0.0
5.0	0.0	5.0	0.0
18.0	110377.0	110395.0	0.999836949137
0.0	192.0	192.0	1.0
0.0	133.0	133.0	1.0
0.0	11.0	11.0	1.0
162.0	0.0	162.0	0.0
183.0	0.0	183.0	0.0
60.0	0.0	60.0	0.0
0.0	14.0	14.0	1.0
5.0	0.0	5.0	0.0
370.0	0.0	370.0	0.0
26.0	0.0	26.0	0.0
0.0	11.0	11.0	1.0
0.0	16.0	16.0	1.0
0.0	16.0	16.0	1.0
0.0	56.0	56.0	1.0
0.0	125.0	125.0	1.0
153.0	0.0	153.0	0.0
261.0	0.0	261.0	0.0
20.0	0.0	20.0	0.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
469.0	0.0	469.0	0.0
583.0	0.0	583.0	0.0
591.0	0.0	591.0	0.0
0.0	27076.0	27076.0	1.0
0.0	2244.0	2244.0	1.0
0.0	443.0	443.0	1.0
0.0	26.0	26.0	1.0
0.0	264.0	264.0	1.0
0.0	57.0	57.0	1.0
0.0	11.0	11.0	1.0
0.0	54.0	54.0	1.0
0.0	1520.0	1520.0	1.0
0.0	43.0	43.0	1.0
48.0	0.0	48.0	0.0
0.0	5.0	5.0	1.0
311.0	0.0	311.0	0.0
349.0	0.0	349.0	0.0
0.0	12.0	12.0	1.0
5.0	0.0	5.0	0.0
0.0	6.0	6.0	1.0
0.0	5.0	5.0	1.0
1001.0	0.0	1001.0	0.0
10.0	0.0	10.0	0.0
37.0	0.0	37.0	0.0
5.0	0.0	5.0	0.0
0.0	19.0	19.0	1.0
0.0	189.0	189.0	1.0
6.0	0.0	6.0	0.0
455.0	0.0	455.0	0.0
377.0	0.0	377.0	0.0
6.0	0.0	6.0	0.0
63.0	0.0	63.0	0.0
27.0	0.0	27.0	0.0
1570.0	0.0	1570.0	0.0
27.0	0.0	27.0	0.0
16.0	0.0	16.0	0.0
0.0	2892.0	2892.0	1.0
2222.0	5.0	2227.0	0.00224517287831
111.0	0.0	111.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
590.0	33985.0	34575.0	0.982935647144
93.0	0.0	93.0	0.0
168.0	0.0	168.0	0.0
5.0	0.0	5.0	0.0
206.0	0.0	206.0	0.0
15.0	0.0	15.0	0.0
303.0	0.0	303.0	0.0
13.0	0.0	13.0	0.0
28.0	0.0	28.0	0.0
10.0	0.0	10.0	0.0
31.0	0.0	31.0	0.0
387.0	0.0	387.0	0.0
167.0	0.0	167.0	0.0
51.0	0.0	51.0	0.0
11.0	0.0	11.0	0.0
0.0	6.0	6.0	1.0
0.0	1356.0	1356.0	1.0
10.0	867.0	877.0	0.988597491448
44.0	0.0	44.0	0.0
4599.0	0.0	4599.0	0.0
93.0	0.0	93.0	0.0
1883.0	0.0	1883.0	0.0
62.0	0.0	62.0	0.0
6294.0	0.0	6294.0	0.0
0.0	1174.0	1174.0	1.0
5.0	0.0	5.0	0.0
2885.0	38.0	2923.0	0.0130003421143
5.0	0.0	5.0	0.0
601.0	0.0	601.0	0.0
527.0	0.0	527.0	0.0
0.0	6462.0	6462.0	1.0
0.0	11.0	11.0	1.0
0.0	17.0	17.0	1.0
217.0	0.0	217.0	0.0
0.0	72.0	72.0	1.0
0.0	228.0	228.0	1.0
0.0	5.0	5.0	1.0
6.0	28470.0	28476.0	0.999789296249
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	249.0	249.0	1.0
0.0	5.0	5.0	1.0
0.0	12969.0	12969.0	1.0
66.0	0.0	66.0	0.0
0.0	5.0	5.0	1.0
0.0	4177.0	4177.0	1.0
0.0	15.0	15.0	1.0
0.0	88.0	88.0	1.0
0.0	5.0	5.0	1.0
110.0	8790.0	8900.0	0.987640449438
402.0	5.0	407.0	0.012285012285
33.0	0.0	33.0	0.0
0.0	386.0	386.0	1.0
0.0	120.0	120.0	1.0
0.0	472.0	472.0	1.0
0.0	5459.0	5459.0	1.0
0.0	183.0	183.0	1.0
0.0	31.0	31.0	1.0
0.0	920.0	920.0	1.0
7.0	0.0	7.0	0.0
0.0	119.0	119.0	1.0
0.0	5.0	5.0	1.0
0.0	238.0	238.0	1.0
0.0	72.0	72.0	1.0
0.0	45.0	45.0	1.0
0.0	5.0	5.0	1.0
0.0	5.0	5.0	1.0
0.0	270.0	270.0	1.0
0.0	5.0	5.0	1.0
0.0	10.0	10.0	1.0
1177.0	0.0	1177.0	0.0
6.0	0.0	6.0	0.0
0.0	995.0	995.0	1.0
11.0	0.0	11.0	0.0
5.0	0.0	5.0	0.0
255.0	0.0	255.0	0.0
635.0	0.0	635.0	0.0
0.0	22.0	22.0	1.0
0.0	1301.0	1301.0	1.0
45.0	0.0	45.0	0.0
256.0	0.0	256.0	0.0
0.0	606.0	606.0	1.0
11.0	0.0	11.0	0.0
0.0	60.0	60.0	1.0
0.0	13.0	13.0	1.0
40.0	0.0	40.0	0.0
589.0	0.0	589.0	0.0
30.0	8601.0	8631.0	0.996524157108
104.0	0.0	104.0	0.0
56.0	0.0	56.0	0.0
0.0	599.0	599.0	1.0
31.0	0.0	31.0	0.0
10.0	0.0	10.0	0.0
0.0	599.0	599.0	1.0
380.0	0.0	380.0	0.0
0.0	6.0	6.0	1.0
18201.0	4938965.0	4957166.0	0.996328345672
42.0	0.0	42.0	0.0
26.0	0.0	26.0	0.0
1237.0	0.0	1237.0	0.0
149.0	0.0	149.0	0.0
124.0	0.0	124.0	0.0
0.0	10.0	10.0	1.0
85.0	18555.0	18640.0	0.995439914163
0.0	5.0	5.0	1.0
0.0	25.0	25.0	1.0
18755.0	28.0	18783.0	0.00149070968429
2305.0	0.0	2305.0	0.0
1150.0	0.0	1150.0	0.0
43.0	0.0	43.0	0.0
0.0	663.0	663.0	1.0
0.0	15.0	15.0	1.0
5.0	0.0	5.0	0.0
0.0	21.0	21.0	1.0
60.0	0.0	60.0	0.0
11.0	0.0	11.0	0.0
10.0	0.0	10.0	0.0
0.0	332.0	332.0	1.0
0.0	6.0	6.0	1.0
0.0	72.0	72.0	1.0
346.0	0.0	346.0	0.0
0.0	4800.0	4800.0	1.0
4897.0	0.0	4897.0	0.0
737.0	0.0	737.0	0.0
5.0	0.0	5.0	0.0
295.0	0.0	295.0	0.0
275.0	0.0	275.0	0.0
5.0	0.0	5.0	0.0
28.0	0.0	28.0	0.0
120.0	0.0	120.0	0.0
28.0	0.0	28.0	0.0
0.0	5.0	5.0	1.0
136.0	0.0	136.0	0.0
283.0	0.0	283.0	0.0
5.0	0.0	5.0	0.0
10.0	0.0	10.0	0.0
0.0	919.0	919.0	1.0
21.0	0.0	21.0	0.0
0.0	3487.0	3487.0	1.0
187.0	0.0	187.0	0.0
72.0	0.0	72.0	0.0
67.0	0.0	67.0	0.0
0.0	12.0	12.0	1.0
0.0	5.0	5.0	1.0
106.0	0.0	106.0	0.0
332.0	12108.0	12440.0	0.973311897106
2089.0	0.0	2089.0	0.0
2028.0	0.0	2028.0	0.0
0.0	14.0	14.0	1.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
0.0	882.0	882.0	1.0
0.0	10.0	10.0	1.0
0.0	5.0	5.0	1.0
0.0	7.0	7.0	1.0
15.0	0.0	15.0	0.0
0.0	57.0	57.0	1.0
0.0	15.0	15.0	1.0
0.0	11.0	11.0	1.0
0.0	5.0	5.0	1.0
4348.0	0.0	4348.0	0.0
328.0	0.0	328.0	0.0
68.0	0.0	68.0	0.0
160.0	0.0	160.0	0.0
16.0	0.0	16.0	0.0
94.0	0.0	94.0	0.0
5.0	0.0	5.0	0.0
214.0	0.0	214.0	0.0
6.0	0.0	6.0	0.0
59.0	0.0	59.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
0.0	5.0	5.0	1.0
40496.0	0.0	40496.0	0.0
26.0	0.0	26.0	0.0
13599.0	6.0	13605.0	0.000441014332966
1162.0	0.0	1162.0	0.0
5.0	0.0	5.0	0.0
81.0	0.0	81.0	0.0
189.0	0.0	189.0	0.0
19.0	0.0	19.0	0.0
16.0	0.0	16.0	0.0
13.0	0.0	13.0	0.0
10.0	0.0	10.0	0.0
0.0	10.0	10.0	1.0
0.0	5.0	5.0	1.0
34.0	0.0	34.0	0.0
444.0	0.0	444.0	0.0
0.0	16.0	16.0	1.0
5.0	0.0	5.0	0.0
3918.0	0.0	3918.0	0.0
1912.0	0.0	1912.0	0.0
65.0	0.0	65.0	0.0
121.0	0.0	121.0	0.0
10.0	0.0	10.0	0.0
0.0	226.0	226.0	1.0
0.0	422.0	422.0	1.0
0.0	51.0	51.0	1.0
0.0	5.0	5.0	1.0
353733.0	42.0	353775.0	0.000118719525122
445.0	0.0	445.0	0.0
5.0	0.0	5.0	0.0
11.0	0.0	11.0	0.0
179.0	0.0	179.0	0.0
31.0	0.0	31.0	0.0
1348.0	6.0	1354.0	0.00443131462334
6.0	0.0	6.0	0.0
3854.0	0.0	3854.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
8536.0	0.0	8536.0	0.0
12.0	0.0	12.0	0.0
82.0	0.0	82.0	0.0
49.0	0.0	49.0	0.0
15.0	0.0	15.0	0.0
11382.0	0.0	11382.0	0.0
129.0	0.0	129.0	0.0
47760.0	7.0	47767.0	0.000146544685662
20.0	0.0	20.0	0.0
1055.0	0.0	1055.0	0.0
911.0	0.0	911.0	0.0
16.0	0.0	16.0	0.0
1518.0	0.0	1518.0	0.0
6.0	0.0	6.0	0.0
11.0	0.0	11.0	0.0
25.0	0.0	25.0	0.0
9859.0	0.0	9859.0	0.0
550509.0	172.0	550681.0	0.000312340538352
5.0	0.0	5.0	0.0
2497.0	0.0	2497.0	0.0
1204.0	0.0	1204.0	0.0
587.0	0.0	587.0	0.0
26735.0	0.0	26735.0	0.0
1243.0	0.0	1243.0	0.0
129.0	0.0	129.0	0.0
1414.0	0.0	1414.0	0.0
2948.0	0.0	2948.0	0.0
5.0	0.0	5.0	0.0
26.0	0.0	26.0	0.0
402005.0	21.0	402026.0	5.22354275594e-05
6.0	0.0	6.0	0.0
63476.0	19.0	63495.0	0.000299236160328
618.0	0.0	618.0	0.0
11.0	257.0	268.0	0.958955223881
73.0	0.0	73.0	0.0
33.0	0.0	33.0	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.0	0.0
6.0	0.0	6.0	0.0
5.0	0.0	5.0	0.0
901.0	0.0	901.0	0.0
29605.0	0.0	29605.0	0.0
44.0	0.0	44.0	0.0
29.0	0.0	29.0	0.0
231.0	0.0	231.0	0.0
44948.0	0.0	44948.0	0.0
5.0	0.0	5.0	0.0
277.0	0.0	277.0	0.0
127.0	0.0	127.0	0.0
38.0	0.0	38.0	0.0
121.0	0.0	121.0	0.0
34.0	0.0	34.0	0.0
10.0	0.0	10.0	0.0
8751.0	0.0	8751.0	0.0
8552.0	0.0	8552.0	0.0
32.0	0.0	32.0	0.0
11.0	0.0	11.0	0.0
41.0	0.0	41.0	0.0
0.0	35.0	35.0	1.0
776.0	0.0	776.0	0.0
11234.0	0.0	11234.0	0.0
504.0	0.0	504.0	0.0
229.0	0.0	229.0	0.0
45.0	0.0	45.0	0.0
51.0	0.0	51.0	0.0
23.0	0.0	23.0	0.0
219.0	0.0	219.0	0.0
67.0	0.0	67.0	0.0
10.0	0.0	10.0	0.0
1137.0	0.0	1137.0	0.0
14.0	0.0	14.0	0.0
175.0	0.0	175.0	0.0
138.0	0.0	138.0	0.0
2284.0	0.0	2284.0	0.0
282.0	0.0	282.0	0.0
10.0	0.0	10.0	0.0
10592.0	0.0	10592.0	0.0
35.0	0.0	35.0	0.0
93.0	0.0	93.0	0.0
11.0	0.0	11.0	0.0
75.0	0.0	75.0	0.0
0.0	6.0	6.0	1.0
0.0	279.0	279.0	1.0
0.0	23.0	23.0	1.0
0.0	6.0	6.0	1.0
0.0	13.0	13.0	1.0
839.0	0.0	839.0	0.0
0.0	80.0	80.0	1.0
29.0	0.0	29.0	0.0
5.0	0.0	5.0	0.0
1490.0	0.0	1490.0	0.0
388.0	0.0	388.0	0.0
374.0	0.0	374.0	0.0
194.0	0.0	194.0	0.0
27.0	0.0	27.0	0.0
595.0	0.0	595.0	0.0
99.0	0.0	99.0	0.0
